id,input_arabic,input_english,prediction_arabic,prediction_english,ground_truth,Level,quadrant
2101,"تحدث التلاسيميا بيتا نتيجة:
A) خلة جسدية سائدة.
B) خلة جسدية متنحية.
C) خلة مكتسبة سائدة.
D) خلة مكتسبة متنحية.","Beta thalassemia results from:
A) an autosomal dominant trait.

B) an autosomal recessive trait.

C) an acquired autosomal dominant trait.

D) an acquired recessive trait.",B,B,B,Y1,both_correct
984,"أكبر أعضاء الجسم وزناً ومساحة :
A) الكبد
B) الجلد
C) المعي الدقيق
D) الكولون","The largest organ in the body by weight and surface area is:
A) Liver
B) Skin
C) Small intestine
D) Colon",B,B,B,Y1,both_correct
2137,"تجري عملية photo synthesis في
A) المتقدرات
B) الصائعات الخضراء
C) الريبوزومات
D) النواة","Photosynthesis takes place in:
A) Mitochondria
B) Chloroplasts
C) Ribosomes
D) Nucleus",B,B,B,Y1,both_correct
2046,"في نهاية الانقسام المنصف وبسبب حادثة العبور ينتج عن كل زوج من الصبغيات المضاعفة
A) أربعة صبغيات مأشوبة .
B) أربعة صبغيات غير مأشوية .
C) ع ثلاثة صبغيات مأشوبة وصبغي غير مأشوب .
D) صبغيان مأشوبان وصبغيان غير مأشوبان تتوزع بشكل مستقل على الأعراس الأربعة","At the end of meiosis, due to crossing over, each pair of duplicated chromosomes results in:

A) Four recombinant chromosomes.

B) Four non-recombinant chromosomes.

C) Three recombinant chromosomes and one non-recombinant chromosome.

D) Two recombinant chromosomes and two non-recombinant chromosomes, which are distributed independently among the four gametes.",D,D,D,Y1,both_correct
1306,"الكولاجين ماعدا:
A) يتشكل في الخلايا المولدة للكولاجين
B) كروي
C) الروابط الهيدروجينية مهمة للبنية
D) يحوي على هيدروكسي ليزين وهيدروكسي برولين
E) يتشكل من طليعة الكولاجين","Collagen except:
A) is formed in collagen-producing cells
B) is globular
C) hydrogen bonds are important for its structure
D) it contains hydroxylysine and hydroxyproline
E) it is formed from collagen precursors",B,B,B,Y1,both_correct
3280,"تشاهد اسنان هوتشنسن عن الاصابة بالعامل الممرض:
A) Treponema pallidum
B) Helicobacter polyrs
C) Rubella virus
D) west Nile virus
E) Ebola virus","Hutchinson's teeth are seen in cases of infection by the following pathogen:
A) Treponema pallidum
B) Helicobacter pylori
C) Rubella virus
D) West Nile virus
E) Ebola virus",A,A,A,Y3,both_correct
2381,"عند مرور حزمة من الالكترونات وحزمة البروتونات بجوار صفيحة مشحونة سلبا فإن حزمة الإلكترونات تنحرف مبتعدة عن الصفيحة وحزمة البروتونات تنحرف مقتربة من الصفيحة:
A) شدة انحراف حزمة الإلكترونات مشابهة لشدة انحراف البروتونات
B) شدة انحراف حزمة البروتونات أكبر بقليل من شدة انحراف البروتونات
C) شدة انحراف حزمة الإلكترونات أكبر بكثير من شدة انحراف البروتونات
D) تتعلق شدة الانحراف بعدد البروتونات وعدد الإلكترونات في كل حزمة","When a beam of electrons and a beam of protons pass near a negatively charged plate, the electron beam is deflected away from the plate, and the proton beam is deflected towards the plate:

A) The magnitude of the electron beam's deflection is similar to the magnitude of the proton beam's deflection.

B) The magnitude of the proton beam's deflection is slightly greater than the magnitude of the proton beam's deflection.

C) The magnitude of the electron beam's deflection is much greater than the magnitude of the proton beam's deflection.

D) The magnitude of the deflection depends on the number of protons and the number of electrons in each beam.",C,C,C,Y3,both_correct
4942,"4. راجع مريض يبلغ من العمر 60 سنة بقصة ألم بطني ويرقان وحرارة مع عروءات، ماهو التشخيص المحتمل؟
A) 1. تقيح مرارة.
B) 2. التهاب مرارة حاد.
C) 3. قيلة مخاطية في المرارة.
D) 4. التهاب طرق صفراوية صاعد.
E) 5. خزل معوي بسبب حصاة مرارية.","4. A 60-year-old patient presents with abdominal pain, jaundice, fever, and chills. What is the possible diagnosis?

A) 1. Pyuria (suppurative cholecystitis).

B) 2. Acute cholecystitis.

C) 3. Myxocalacia (cholecystitis).

D) 4. Ascending cholangitis.

E) 5. Gastroparesis due to gallstones.",D,D,D,Y3,both_correct
3034,"يستخدم الليزر التالي كبديل في طريقة العلاج الصينية بالوخز الإبري :
A) ليزر ثنائي أكسيد الكربون.
B) ليزر الهيليون_نيون .
C) ليزر الإكسايمر .
D) ليزر الأرغون .","The following lasers are used as an alternative in the Chinese method of acupuncture:

A) Carbon dioxide laser.

B) Helium-neon laser.

C) Excimer laser.

D) Argon laser.",B,B,B,Y3,both_correct
4842,"كل ما يأتي صحيح في البازهر ما عدا:
A) الشعري يظهر أكثر لدى النساء.
B) النباتي يظهر لدى المسنين.
C) يعالج بالمواد الحامضة.
D) يطلب من المريض مضغ الطعام جيداً.
E) قد يسبب انسداد بواب.","All of the following are true about bezoars except:
A) Hairy eyes are more common in women.

B) Vegetative eyes are more common in the elderly.

C) It is treated with acidic substances.

D) The patient is advised to chew food thoroughly.

E) It may cause pyloric obstruction.",C,C,C,Y3,both_correct
3202,"في متلازمة غيلان باريه كل مايلي صحيح ماعدا:
A) غالبية الحالات هي مزيلة للنخاعين وليست محوارية
B) غالبا ما ترتبط الإصابة ب GBS المحوارية بالكامبيلوباكتر
C) عادة هو مستجيب للعلاج لأنه مزيل للنخاعين باستثناء بعض الحالات
D) السمة المميزة هي بدء اعتلال الأعصاب من الأعلي لإلي الأسفل
E) يستبعد غيلان باريه في حال اشتداد المنعكسات الوترية","In Guillain-Barré syndrome, all of the following are true EXCEPT:

A) The majority of cases are demyelinating, not axonal.
B) Axonal GBS is often associated with Campylobacter infection.
C) It is usually responsive to treatment because it is demyelinating, except in some cases.
D) The hallmark is that neuropathy begins from the top down.
E) Guillain-Barré syndrome is ruled out if tendon reflexes are pronounced.",D,D,D,Y5,both_correct
2995,"يمكن تطبيق التصوير المقطعي المحوسب على:
A) التصوير بالأمواج فوق الصوتية
B) إصدارات النظائر المشعة
C) التجاوب المغناطيسي النووي
D) كل ما سبق صحيح","Computed tomography (CT) can be applied to:
A) Ultrasound imaging
B) Radioisotope emissions
C) Nuclear magnetic resonance imaging (NMR)
D) All of the above",D,D,D,Y3,both_correct
3656,"يحدث في التهاب القرنية والجسم الهدبي الناجم عن الداء السكري: أسئلة الرضوض )بنك أسئلة (
A) احتقان هدبي شديد
B) وذمة في الأجفان والقرنية
C) توعي القزحية
D) نزيف في الغرفة الامامية
E) كل ما ورد صح","What occurs in diabetic keratoconjunctivitis: (Question Bank)
A) Severe ciliary congestion
B) Eyelid and corneal edema
C) Irregular vascularization
D) Anterior chamber hemorrhage
E) All of the above are correct",E,E,E,Y5,both_correct
3512,"يحدث فيض الدمع Epiphora بسبب:
A) زيادة إفراز الدمع الأساسي
B) تخريش الملتحمة
C) نقص إفراز أساسي مع زيادة إفراز انعكاسي
D) نقص في التصريف
E) لا شيء مما ذكر","Epiphora occurs due to:
A) Increased basal tear production
B) Conjunctival irritation
C) Decreased basal production with increased reflex tear production
D) Inadequate drainage
E) None of the above",D,D,D,Y5,both_correct
3289,"إن المتحول disperse مسؤول عن إصابات المتحول الحال للنسج المسجلة سابقا بنسبة:
A) 10 % من الإصابات
B) 20 % من الإصابات
C) 30 % من الإصابات
D) 40 % من الإصابات
E) 90 % من الإصابات","The disperse variant is responsible for:
A) 10% of previously recorded cases of amoebiasis
B) 20% of cases
C) 30% of cases
D) 40% of cases
E) 90% of cases",E,E,E,Y3,both_correct
4869,"راجعت مريضة تبلغ من العمر 30 سنة بقصة ألم مستمر في الربع العلوي الأيمن من البطن مع إقياء وارتفاع حرارة وإيجابية علامة مورفي ما هو التشخيص المحتمل؟
A) تقيح مرارة.
B) التهاب مرارة حاد.
C) قيلة مخاطية في المرارة.
D) التهاب بريتوان تالي لانثقاب مرارة.
E) خزل معوي بسبب حصاة مرارية.","A 30-year-old female patient presented with a history of persistent right upper quadrant abdominal pain, vomiting, fever, and a positive Murphy's sign. What is the likely diagnosis?

A) Pyuria (entropion of the gallbladder).

B) Acute cholecystitis (inflammation of the gallbladder).

C) Myxocalais (muscle cyst) of the gallbladder.

D) Peritonitis following gallbladder perforation.

E) Gastroparesis due to gallstones.",B,B,B,Y4,both_correct
3172,"من علامات انقطاع التنفس أثناء النوم كل مما يلي صحيح ما عدا
A) الشخير.
B) اضطرابات النوم.
C) نعاس نهاري.
D) بوال ليلي.
E) نفث الدم.","Which of the following is true except:

A) Snoring.

B) Sleep disturbances.

C) Daytime sleepiness.

D) Bedwetting.

E) Coughing up blood.",E,E,E,Y4,both_correct
3427,"يتألف الجدار الأنسي للحجاج من كل مما يلي ما عدا:
A) الصفيحة الورقية للعظم الغربالي
B) العظم الوتدي
C) العظم الدمعي
D) العظم الوجني
E) العظم الفكي","The medial wall of the orbit consists of all of the following except:
A) the lamina of the ethmoid bone
B) the sphenoid bone
C) the lacrimal bone
D) the zygomatic bone
E) the maxillary bone",D,D,D,Y5,both_correct
1276,"كل ما يلي من المشاكل المتوقعة حدوثها عند البدينين ول العمل الجراحي ما عدا:
A) A. صعوبة نقلا المريض ولحريكه
B) B. صعوبة مراقبة ضغطه
C) C. احتمال لعرض المريض للاستنشاق
D) D. التنبيب عند هؤلاء المرضي سهل جداً رغم البدانة
E) E. صعوبة العمليات علي البطن","All of the following are potential problems in obese patients undergoing surgery, except:
A) Difficulty in patient transfer and movement
B) Difficulty in monitoring blood pressure
C) Potential risk of aspiration
D) Intubation is very easy in these patients despite obesity
E) Difficulty with abdominal surgery",D,D,D,Y3,both_correct
