id,level,specialty,umbrella_specialty,question_old,question,opa,opb,opc,opd,ope,opf,answer,group,answer_text,
358,Y1,Anatomy,Anatomy,يقع التلفيف خلف المركزي في :,أين يقع التلفيف خلف المركزي؟,الفص الصدغي.,الفص الجداري.,الفص القذالي.,فص الجزيرة.,,,B,ABCD,الفص الجداري.,
361,Y1,Anatomy,Anatomy,التلفيف خلف المركزي يحوي باحة :,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,الحس الجسدي الأولية,الحركة الأولية,الحس الثانوي,السمع,,,A,ABCD,الحس الجسدي الأولية,
367,Y1,Anatomy,Anatomy,أصغر الحليمات الذوقية وأكثرها عدداً:,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟,الخيطية,الفطرية,الورقية,المحوطة,,,A,ABCD,الخيطية,
368,Y1,Anatomy,Anatomy,العضلة الحرقفية تنتمي لـ:,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟,عضلات الزنار الحوضي الأمامية,عضلات الزنار الحوضي الخلفية,عضلات الزنار الحوضي الأنسية,عضلات الزنار الحوضي الوحشية,,,A,ABCD,عضلات الزنار الحوضي الأمامية,
372,Y1,Anatomy,Anatomy,القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية هو:,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟,جذع الدماغ,الدماغ البيني,الدماغ الانتهائي,المخيخ,,,A,ABCD,جذع الدماغ,
373,Y1,Anatomy,Anatomy,ما هي المادة شبيهة بالهلام يشغل أربعة أخماس المقلة :,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟,الخلط الماني,الخلط الزجاجي,العدسة,الشبكية,,,B,ABCD,الخلط الزجاجي,
374,Y2,Histology,Anatomy,يتم إفراز الهرمون المضاد للإدرار ADH من عصبونات تقع أجسامها في :,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟,الأنوية جانب البصرية,الأنوية فوق البصرية,الأنوية فوق البطينية,الأنوية جانب البطينية,,,B,ABCD,الأنوية فوق البصرية,
377,Y1,Anatomy,Anatomy,عضلات لها منشأ عظمي وترتكز على باطن جلد الوجه:,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟,العضلات الماضغة,عضلات الوجه التعبيرية,عضلات العنق,لا شئ مما سبق,,,B,ABCD,عضلات الوجه التعبيرية,
378,Y1,Anatomy,Anatomy,. تاتي التروية الرئيسية للمعدة من,ما هو مصدر التروية الرئيسية للمعدة؟,فروع الشريان المساريقي العلوي,فروع الجذع الزلاقي,فروع شريان المساريقي السفلي,فروع تاتي من الابهر مباشرة,,,B,ABCD,فروع الجذع الزلاقي,
380,Y1,Anatomy,Anatomy,أطول أجزاء أنبوب الهضم هي:,ما هي أطول أجزاء أنبوب الهضم؟,المري,المعي الدقيق,الكولون,البلعوم,,,B,ABCD,المعي الدقيق,
382,Y1,Anatomy,Anatomy,ينشأ الجذع الرئوي من :,من أين ينشأ الجذع الرئوي؟,البطين الأيمن,الأذينة اليسرى,الأذينة اليمنية,البطين الأيسر,,,A,ABCD,البطين الأيمن,
383,Y1,Anatomy,Anatomy,رفع الخصية والصفن للأعلى يدعى المنعكس,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟,السلخي,المشمري,الخصيوي,الذكري,,,B,ABCD,المشمري,
389,Y1,Anatomy,Anatomy,على وجهه السفلي تلم لمرور وتر الشظية الطويلة :,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟,النردي,العقب,الزورقي,القعب,,,A,ABCD,النردي,
392,Y1,Anatomy,Anatomy,المنطقة المتوسطة من نواح البطن:,ما هي المنطقة المتوسطة من نواحي البطن؟,الشرسوفية,الخثلية,السرية,المغبنية,,,C,ABCD,السرية,
394,Y1,Anatomy,Anatomy,يصل بين الأذينة اليسرى والبطين الأيسر :,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟,فوهة مثلث الشرف,فوهة التاجي,الفوهة الرئوية,الفوهة الأبهرية,,,B,ABCD,فوهة التاجي,
395,Y2,Anatomy,Anatomy,يعطي الرباط الحرقفي القطني منشأ ل:,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟,العضلة المربعة القطنية.,العضلة الحرقفية.,العضلة الإليوية الوسطى.,العضلة رباعية الرؤوس الفخذية.,كل ما سبق خاطئ.,,A,ABCDE,العضلة المربعة القطنية.,
399,Y1,Anatomy,Anatomy,يحفز ACTH إفراز :,ماذا يحفز ACTH إفرازه؟,الألدستيرون,الكورتيزول,الأندروجين,الكالسيتونين,,,B,ABCD,الكورتيزول,
401,Y1,Anatomy,Anatomy,أكثر أقسام الإحليل قابلية للتمدد وأعرضها,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟,الموثي,الغشاني,البصلي,الإسفنجي,,,A,ABCD,الموثي,
402,Y1,Anatomy,Anatomy,مما يتكون الزنار الحضي:,مما يتكون الزنار الحوضي؟,من العظمين الوركيين و العجز.,من العظمين الوركيين والعظمين الفخذيين.,من العجز و العظمين الفخذيين.,من العظمين الوركيين.,,,A,ABCD,من العظمين الوركيين و العجز.,
403,Y1,Anatomy,Anatomy,تقع الباحة الحركية الأولية:,أين تقع الباحة الحركية الأولية؟,أمام التلفيف الجانبي.,في التلفيف أمام المركزي .,خلف شق رولاندو.,في قص الجزيرة.,,,B,ABCD,في التلفيف أمام المركزي .,
412,Y1,Anatomy,Anatomy,. عضلة مسؤولة عن قبض الفخذ وقبض الساق,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟,الخياطية,الرشيقة,المقربة الكبيرة,المقربة الطويلة,,,A,ABCD,الخياطية,
420,Y1,Anatomy,Anatomy,تتوضع تحت الطية اللسانية الغدة,أين تتوضع الغدة تحت الطية اللسانية؟,النكفية,تحت الفك السفلى,تحت اللسان,الثانوية,,,C,ABCD,تحت اللسان,
424,Y1,Anatomy,Anatomy,يتوضع السرج التركي:,أين يتوضع السرج التركي؟,على الوجه السفلي لجسم العظم الوتدي.,على الوجه العلوي لجسم العظم الوتدي.,على الوجه الأمامي لجسم العظم الصدغي.,على الوجه الخلفي لجسم العظم الوتدي.,,,B,ABCD,على الوجه العلوي لجسم العظم الوتدي.,
426,Y1,Anatomy,Anatomy,القسم مع الضلع الواقع بين الرأس والحدبية:,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟,الجسم,الميزابة,العنق,الرأس,,,C,ABCD,العنق,
443,Y1,Anatomy,Anatomy,عدد شدف النخاع الشوكي :,كم عدد شدف النخاع الشوكي؟,31,31 شفعا,12,15,,,A,ABCD,31,
450,Y1,Anatomy,Anatomy,العضلة الموسعة المسؤولة عن فتح الحنجرة :,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,الحلقية الطرجهالية الوحشية,الحلقية الطرجهالية الخلفية,الطرجهالية المستعرضة,الطرجهالية المائلة,,,B,ABCD,الحلقية الطرجهالية الخلفية,
453,Y1,Anatomy,Anatomy,القسم العلوي المتسع من الحالب بدعى,ما يُدعى القسم العلوي المتسع من الحالب؟,الحويضة,النفرون,القشر,اللب,,,A,ABCD,الحويضة,
468,Y1,Anatomy,Anatomy,نقطة التعظم البدئية في لوح الكتف توجد في :,أين توجد نقطة التعظم البدئية في لوح الكتف؟,الحفرة تحت الكتف,الحفرة تحت الشوك,الحفرة فوق الكتف,الحفرة فوق الشوك,,,B,ABCD,الحفرة تحت الشوك,
469,Y1,Anatomy,Anatomy,يستمر الشريان تحت الترقوة بالشريان:,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,الابطي,المأبضي,العضدي,القاعدي,,,A,ABCD,الابطي,
474,Y2,Anatomy,Anatomy,الشعور بالنبض عند الحافة السفلية للفك السفلي أمام العضلة الماضفة للشريان: (2015 أولى),ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟,اللساني .,الوجهي.,الوجهي المعترض.,الفكي .,الصدغي السطحي.,,B,ABCDE,الوجهي.,
489,Y1,Anatomy,Anatomy,الشريان المخي الخلفي فرع:,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟,القاعدي,السباتي الظاهر,الفقري,السباتي الباطن,,,A,ABCD,القاعدي,
501,Y1,Anatomy,Anatomy,أكبر أعضاء الجسم وزناً ومساحة :,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,الكبد,الجلد,المعي الدقيق,الكولون,,,B,ABCD,الجلد,
505,Y1,Anatomy,Anatomy,يشكل نصفي الكرة المخية مع الدماغ البيني:,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟,المخ,الدماغ,المخيخ,جذع الدماغ,,,A,ABCD,المخ,
510,Y1,Anatomy,Anatomy,من الفؤاد إلى البواب الحافة اليسرى للمعدة:,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟,الانحناء الصغير,الثرب الصغير,الانحناء الكبير,الجسم,,,C,ABCD,الانحناء الكبير,
515,Y1,Anatomy,Anatomy,ينشأ الشريان الشوكي الأمامي من :,ما هو مصدر نشأة الشريان الشوكي الأمامي؟,الفقري,القاعدي,السباتي الباطن,مسبع ويليس,,,A,ABCD,الفقري,
517,Y1,Anatomy,Anatomy,. يقع الثرب الصغير بين:,أين يقع الثرب الصغير؟,المعدة والكبد,الكبد والطحال,المعدة والطحال,المعدة والقولون المستعرض,,,A,ABCD,المعدة والكبد,
526,Y1,Anatomy,Anatomy,أين تقع صفيحة الأكيمات :,أين تقع صفيحة الأكيمات؟,الدماغ المتوسط .,البصلة.,المخيخ.,الجسر.,,,A,ABCD,الدماغ المتوسط .,
529,Y1,Anatomy,Anatomy,التلفيف خلف المركزي يحوي باحة:,ما هي الباحة التي يحويها التلفيف خلف المركزي؟,الحس الجسدي الأولية,الحركة الأولية,الحس الثانوي,السمع,,,A,ABCD,الحس الجسدي الأولية,
530,Y1,Anatomy,Anatomy,الألياف التي تربط المراكز القشرية بالمحيط تدعى :,ما هي الألياف التي تربط المراكز القشرية بالمحيط؟,إسقاطية,ترابطية,مشاركة,صوارية,,,A,ABCD,إسقاطية,
